16,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,-1,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0
0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
