31,29
[floor1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,-1,A1,0,0,0,0,0,0,0,0,0,0,0,D5,D2,K1,-1,0,-1,-1,K4,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,D1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,D9,D9,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,-1,0
0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
0,D7,0,0,D6,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,-1,K7,-1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,0,UP,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,0,0,0,0,0,UP,0,-1,0,0,-1,0,0,K8,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,K5,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,D6,-1,0,0,0,0,0,D3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,D7,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,0,0,-1,-1,-1,-1,D4,D4,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,K9
0,-1,0,0,0,0,0,-1,0,0,0,T1,0,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,-1,0,0,-1,0,-1,-1,-1,D6,-1,-1,-1,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,K5,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,D6,-1,0,0,0,0,0,D3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,-1,D7,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[floor2]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,D5,D2,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,D1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0
0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0
0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,0,0,-1,0,0,0,0,DO,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,K6,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,-1,0,-1,0,0,0,0,0,D3,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,UP,0,0,0,0,-1,-1,-1,-1,D4,D4,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,0,0,-1,0,-1,0
0,-1,0,K3,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,-1,0
